STREET1,STREET2,Distance,Lat,Lon
38TH ST,SYCAMORE DR,0.09003481676192039,30.2907783,-97.711547
28TH ST,LAFAYETTE AVE,0.03382034675711599,30.28518,-97.7213434
BELLVUE AVE,MARATHON BLVD,0.04722045520191839
AIRPORT BLVD,CRESTWOOD RD,0.04180233719695351,30.3004014,-97.7125853
52ND ST,NORTH LOOP BLVD,0.035070236582245076
HARRIS AVE,HARRIS PARK AVE,0.010377273352932771,30.2951579,-97.72965049999999
26TH 1/2 ST,ELMWOOD PL,0.08393148441917891
10TH ST,MARTIN LUTHER KING BLVD,0.002251836129126264,30.6348835,-97.68081459999999
EILERS AVE,MARTIN AVE,0.04285894577862739
MANOR RD,RED RIVER ST,0.08405540970518001
AVENUE H,DUVAL ST,0.030658771210179722
PEARL ST,SALADO ST,0.050674326461158006
HELMS ST,LAUREL LN,0.06470947776793778
32ND 1/2 ST,FAIRFAX WALK,0.09874123245805856,30.2924908,-97.7300989
FRANKLIN BLVD,NORTH LOOP BLVD,0.02779119332438137,32.5458849,-94.3693079
KING ST,KINGS LN,0.03624412577068736,30.3119349,-97.6665208
KERN RAMBLE,LAFAYETTE AVE,0.09325207065163267
48TH ST,GENE JOHNSON ST,0.035144085411184765
28TH 1/2 ST,PEARL ST,0.02055616485751646,30.2955536,-97.7460555
BROADMOOR DR,LANCASTER CT,0.043918503712642894
CHESTNUT AVE,MARTIN LUTHER KING BLVD,0.031078800079875513,30.2804388,-97.71728089999999
DEAN KEETON ST,GUADALUPE ST,0.0839017469983127,30.28981659999999,-97.7413871
24TH ST,SAN ANTONIO ST,0.01143492966920932,30.2877661,-97.74263099999999
LAMAR BLVD,MARATHON BLVD,0.038586667888331816
52ND ST,EILERS AVE,0.01817161158877455,30.3140086,-97.7165302
GUADALUPE ST,MAIDEN LN,0.03085828640578625,30.3015431,-97.7389142
DEAN KEETON ST,LAFAYETTE AVE,0.02401133378813903,30.2844621,-97.721778
CHESTNUT AVE,MANOR RD,0.029911356931202535,30.2844454,-97.7181956
BRADWOOD RD,WRIGHTWOOD RD,0.04241265455780514,30.2961171,-97.7147463
54TH ST,DUVAL ST,0.008360597392292527,30.3174647,-97.7177865
41ST ST,MEDICAL PKWY,0.011451799285044705,30.3098534,-97.7426299
29TH 1/2 ST,29TH ST,0.025798260586277346
53RD ST,EVANS AVE,0.016266455307745925,30.31594579999999,-97.717596
23RD ST,24TH ST,0.0767711086924251,30.3038892,-97.694048
38TH 1/2 ST,BROOKVIEW RD,0.024244938706535657,30.2901695,-97.7102505
EMMA LONG ST,LAWLESS ST,0.07772326908571686
50TH ST,HARMON AVE,0.024408830280772776,30.3097003,-97.7124449
45TH ST,BARROW AVE,0.03077709159695063,30.306721,-97.7236939
28TH ST,GUADALUPE ST,0.09326654760548551,30.2932473,-97.7417613
38TH 1/2 ST,ANCHOR LN,0.061012658151544066,30.2890092,-97.7044512
30TH ST,SWISHER ST,0.02926246449438079,30.2886332,-97.725741
39TH ST,BECKER AVE,0.029143328581866176,30.296922,-97.72222049999999
40TH ST,AVENUE H,0.01586638822085194,30.301712,-97.7291384
40TH ST,AIRPORT BLVD,0.032269404289809685,30.2915163,-97.70767169999999
BREEZE TER,KERN RAMBLE,0.08893163667676317
AIRPORT BLVD,CLARKSON AVE,0.02911526721173519
45TH 1/2 ST,45TH ST,0.02525534627738825
30TH ST,BELLEVUE PL,0.06221958088431553
38TH ST,CONCORDIA AVE,0.06451966776243302
30TH ST,MEDICAL ARTS ST,0.024675123248383973,30.28972959999999,-97.72818
53RD ST,BENNETT AVE,0.019691730478009914,30.3127936,-97.7124035
38TH ST,45TH ST,0.009531162168972207
GENARD ST,LERALYNN ST,0.01352106675879534,30.3182017,-97.72536389999999
31ST ST,KING ST,0.02487078927768874,30.29867909999999,-97.74288759999999
33RD ST,HARRIS AVE,0.0784659455317226
MUELLER BLVD,ROBERT BROWNING ST,0.08106531186949355,30.3002212,-97.7064152
39TH ST,AVENUE D,0.03848515148785763,30.302306,-97.73367859999999
40TH ST,AVENUE G,0.004915647364312691,30.3021524,-97.7300846
31ST ST,WEST AVE,0.011435278659890328,30.2993013,-97.7441868
38TH ST,44TH ST,0.014032946289211708
34TH ST,AIRPORT BLVD,0.043663471964311584
35TH ST,GRIFFITH ST,0.0013057164016994519,30.298911,-97.7334489
COLE ST,SWISHER ST,0.04963145149925602
35 SVRD,40TH ST,0.025142448779390574
LANDON LN,LIBERTY ST,0.0938129725284924
38TH ST,TOM GREEN ST,0.03907978129027363,30.29928619999999,-97.7309439
10TH ST,20TH ST,0.04308511616976254,30.0977919,-96.09031850000001
AIRPORT BLVD,ELWOOD RD,0.09705994933281675
31ST ST,32ND ST,0.033691164814224114
25TH ST,SAN ANTONIO ST,0.018444788810222056,30.28912759999999,-97.74225
48TH ST,AVENUE H,0.008266395473151915,30.3113146,-97.7229675
DUVAL ST,ELMWOOD PL,0.048377060696683356,30.2911064,-97.73451510000001
HARRIS PARK AVE,MONTROSE ST,0.049965060586071273,30.2952333,-97.7297992
31ST ST,BEANNA ST,0.06359629985109078
43RD ST,AVENUE B,0.020881348708437872,30.3074983,-97.7320742
BENNETT AVE,ELLINGSON LN,0.012019521564741752,30.30305689999999,-97.71839510000001
DELOSS DODDS WAY,ROBERT DEDMAN DR,0.06604099870971915,30.2850807,-97.73066010000001
CEDAR AVE,MALDON PL,0.06842029601119881
12TH ST,LARRY LN,0.010462379227317674
GENARD ST,GUADALUPE ST,0.05134604701928757,30.3191833,-97.727447
JAMES WHEAT ST,PHILOMENA ST,0.0454173328025976,30.3019255,-97.7073078
GUADALUPE ST,WHITIS AVE,0.04471606805347473
21ST ST,SPEEDWAY,0.01121312350150308,30.283469,-97.73740869999999
54TH ST,BENNETT AVE,0.01604872391405771,30.3143472,-97.7114079
ROGERS AVE,WALNUT AVE,0.032794379581514786,30.2830724,-97.7139
MATTIE ST,ZACH SCOTT ST,0.011649709751320098,30.294242,-97.70282259999999
35 SVRD,CRESTWOOD RD,0.05139769733385738
41ST ST,AVENUE H,0.007359681988986658,30.3028427,-97.72844189999999
ALAMO ST,POQUITO ST,0.0451555916324376,30.282041,-97.7206858
MOORE BLVD,TOM GREEN ST,0.06159055027784574
MARTIN AVE,MIDDLE FISKVILLE RD,0.0665192728451963
35 SVRD,53RD HALF ST,0.05720285952585116
9TH ST,MALDON PL,0.004941641969912681
22ND ST,LEONA ST,0.015507754955467402,30.2828125,-97.7239074
GRANDVIEW ST,WEST AVE,0.0400431953971161
39TH ST,BROOKVIEW RD,0.02371181472895781,30.2912139,-97.7099853
AIRPORT BLVD,ROWOOD RD,0.03662827054920869,30.2993028,-97.710805
47TH ST,EVANS AVE,0.03289985570412231,30.3091067,-97.7216351
41ST ST,GUADALUPE ST,0.037697461171937986,30.3063902,-97.7358493
ANTONE ST,CAL RODGERS ST,0.029645851121553473,30.2914407,-97.7034156
SALADO ST,SAN PEDRO ST,0.01946155317797257
40TH ST,BAILEY LN,0.04880658584692471,30.3090214,-97.7438967
27TH ST,SAN JACINTO BLVD,0.09301988464440282
BENTWOOD RD,ROBERT BROWNING ST,0.09114929969005309
48TH 1/2 ST,48TH ST,0.041889603833817075
CAL RODGERS ST,SAHM ST,0.03565532551548324
18TH ST,CHICON ST,0.039574203926254235,30.2787899,-97.7209893
34TH ST,WEST AVE,0.03309710028138442,30.3017149,-97.74270729999999
41ST ST,AVENUE G,0.00483946437024088,30.303289,-97.7293689
DANCY ST,EDGEWOOD AVE,0.0392025008966941,30.2898332,-97.7198355
31ST ST,GROOMS ST,0.02628636930282213,30.294438,-97.735823
51ST ST,AIRPORT BLVD,0.020490460637586458,30.31210639999999,-97.7153988
50TH ST,51ST ST,0.017360114829985344
43RD ST,HARMON AVE,0.021404823714555148,30.301233,-97.71795569999999
21ST ST,COLETO ST,0.007049060455234353,30.2822845,-97.7187254
CHERRYWOOD RD,KERN RAMBLE,0.04715924730508958
LANCASTER DR,MUELLER BLVD,0.06877985712112641
42ND ST,DUVAL ST,0.01801012682394602,30.3034913,-97.72682739999999
NUECES ST,SAN ANTONIO ST,0.02730256853885599,29.883991,-97.6768251
35TH ST,MAIDEN LN,0.04163150937119686
11TH ST,13TH ST,0.05240930739648202,29.88395999999999,-97.862589
CEDAR AVE,GIVENS AVE,0.018679638201064597,30.2816882,-97.7146187
BRADWOOD RD,WILDWOOD RD,0.04168868384697776
BRUNING AVE,MARTIN AVE,0.021119497747102617,30.3146406,-97.71727949999999
LAUREL LN,SPEEDWAY,0.025678803676832423,30.296004,-97.73641710000001
40TH ST,RED RIVER ST,0.014713796065170958,30.298572,-97.72268179999999
55TH ST,MARTIN AVE,0.02445753610302777,30.3176797,-97.7153172
42ND ST,BELLVUE AVE,0.021083610948654817,30.310866,-97.741956
44TH ST,EVANS AVE,0.03418723608177373
8TH ST,ROGERS AVE,0.014631798864703838
32ND ST,WHEELER ST,0.017273682979330202,30.2985836,-97.74003049999999
34TH ST,35TH ST,0.012688383695529012,30.3051328,-97.7492711
32ND ST,RATHERVUE PL,0.05199119582434904
MEDICAL ARTS ST,RED RIVER ST,0.012643762679015073,30.2903389,-97.72723309999999
13TH ST,21ST ST,0.0373217476438048
LULLWOOD RD,MAPLEWOOD AVE,0.02904752360439723
BREEZE TER,FRENCH PL,0.0397124287354984
CAMACHO ST,EMMA LONG ST,0.02801398205649584,30.2920982,-97.7050682
21ST ST,9TH ST,0.014124728833252895
7TH ST,WEBER AVE,0.08775673437751709
CAL RODGERS ST,EMMA LONG ST,0.07411132332394864
BENELVA DR,TOM GREEN ST,0.023917727102105615
31ST ST,DUVAL ST,0.0028367509607192163,30.2926914,-97.73363719999999
22ND ST,9TH ST,0.05906600542836384
GUADALUPE ST,KING ST,0.09998028418721093,30.2817279,-97.7419223
35TH ST,CEDAR ST,0.03081814705891726,30.29984889999999,-97.7354558
10TH ST,22ND ST,0.007258866069208396
GREENWAY,HAMPTON RD,0.03708240461908034
35 SVRD,FERNWOOD RD,0.06881610736925492
32ND ST,PECK AVE,0.08760137852178708
38TH ST,MONTROSE ST,0.017944665882759822,30.297868,-97.728117
48TH ST,CASWELL AVE,0.019347640962044953,30.308986,-97.7186386
24TH 1/2 ST,RIO GRANDE ST,0.018301215375532708,30.2885937,-97.74458969999999
35 SVRD,38TH 1/2 ST,0.02875561694236152
AIRPORT BLVD,ANTONE ST,0.012329416866252406,30.2913058,-97.7074162
30TH ST,WALLING DR,0.09925876936001736
45TH ST,EILERS AVE,0.027304576147319837,30.30599909999999,-97.7221479
30TH ST,BEANNA ST,0.019140129176914072,30.2903987,-97.7296223
33RD ST,AVENUE G,0.06878764458554942,32.7087165,-100.9277095
CAPITOL CT,LAMAR BLVD,0.020049170601486623,30.31825929999999,-97.7311742
21ST ST,CHESTNUT AVE,0.025399252611712057,30.2824524,-97.7177402
10TH ST,MALDON PL,0.027017353461615767
DEAN KEETON ST,HAMPTON RD,0.03001161762983005,30.2889174,-97.72969599999999
45TH ST,47TH ST,0.07025640613287806
44TH ST,50TH ST,0.01292901587205747
9TH ST,WALNUT AVE,0.04670348885290821,30.269548,-97.65985049999999
30TH ST,33RD ST,0.052356840869051666
24TH 1/2 ST,SETON AVE,0.0013448983600724714,30.2885286,-97.743827
AIRPORT BLVD,ALDRICH ST,0.015261519159128498,30.2979118,-97.7089074
35 SVRD,41ST ST,0.02697527650010429
LEONA ST,MARTIN LUTHER KING BLVD,0.04200648305114036,30.2794118,-97.72317629999999
31ST ST,GRANDVIEW ST,0.02015945835703993,30.2997766,-97.74519869999999
39TH ST,GUADALUPE ST,0.022759457459258003,30.3040728,-97.73730499999999
45TH ST,DUVAL ST,0.004544755274604896,30.3070055,-97.72456969999999
21ST ST,SALINA ST,0.008499109007809012,30.2816082,-97.72263489999999
35 SVRD,CAMERON RD,0.021717961255288874
AVENUE F,AVENUE G,0.022632501781175575,28.9733511,-95.96971309999999
MANOR RD,RANDOLPH RD,0.030693588864018434,30.285541,-97.7111439
30TH ST,MOORE BLVD,0.058291312345431584
30TH ST,HAMPTON RD,0.022132296865058926,30.2900726,-97.7289399
MALDON PL,MAPLE AVE,0.03368559179331344
47TH ST,TRIANGLE AVE,0.07376238430297839,30.3152375,-97.7334107
40TH ST,41ST ST,0.034396886988684615
WILDWOOD RD,WILSHIRE BLVD,0.04862360973342368,30.29731159999999,-97.7150928
50TH ST,ROWENA ST,0.06535590625132735,30.3143542,-97.7237309
46TH ST,CONNELLY ST,0.04380859766333237,30.3043147,-97.71480989999999
DUVAL ST,HARRIS AVE,0.0043907770227529525,30.2960413,-97.7314926
52ND ST,53RD ST,0.035668905887905535
ARDENWOOD RD,BRADWOOD RD,0.04902066230806494,30.29952389999999,-97.7156579
38TH 1/2 ST,ROBINSON AVE,0.03871744617532457,30.2943461,-97.71854789999999
39TH ST,AVENUE F,0.013600388938798448,30.3017627,-97.73156469999999
44TH ST,KEASBEY ST,0.03365214132337604
EVANS AVE,FAIRFIELD LN,0.020301757661468106,30.3107231,-97.72075160000001
45TH ST,AVENUE F,0.013704776602158665,30.3081793,-97.727451
32ND ST,GROOMS ST,0.020385909902682846,30.2956301,-97.7348018
KING ST,WEST AVE,0.07898340220807021,30.2828587,-97.7459107
CAMACHO ST,LAWLESS ST,0.09984257994535635
38TH ST,CHERRYWOOD RD,0.04315788366189811,30.2910419,-97.714016
43RD ST,MEDICAL PKWY,0.0209855616887305,30.3124414,-97.742317
42ND ST,AVENUE D,0.009711243455366702,30.3057354,-97.7314979
CHERRYWOOD RD,CONCORDIA AVE,0.08705236190038393
MC BEE ST,RUIZ ST,0.027597075819038336,30.2973048,-97.7019805
30TH ST,LAFAYETTE AVE,0.033279888791169145,30.286535,-97.7204869
39TH ST,WILLOWBROOK DR,0.09134765414308127
32ND ST,SPARKS AVE,0.02438818386145038
AVENUE B,GUADALUPE ST,0.07871608024745272
ELMWOOD PL,PARK PL,0.0466032929322797
21ST ST,ALAMO ST,0.02075639097570487,30.28210439999999,-97.7197214
28TH ST,DEAN KEETON ST,0.05354612220562242
30TH 1/2 ST,30TH ST,0.053776129022874423
32ND ST,BREEZE TER,0.03333547019389908,30.287324,-97.7180339
GRAHAM PL,RIO GRANDE ST,0.030743281437679834,30.2899754,-97.74446329999999
42ND ST,AVENUE C,0.017594931992436995,30.3061525,-97.73237809999999
44TH ST,MARTIN AVE,0.008832613307706481
47TH ST,LAMAR BLVD,0.050226727838251585,30.3159968,-97.7341056
BRUNING AVE,MIDDLE FISKVILLE RD,0.09372870940032942,30.314998,-97.71533079999999
39TH ST,AIRPORT BLVD,0.09126884362829797
ASHWOOD RD,KIRKWOOD RD,0.049307570053287696
BASFORD RD,VINELAND DR,0.05767911499763329
SAN GABRIEL ST,SHOAL CREST AVE,0.031696832524867845,30.2977919,-97.7477787
30TH ST,LIBERTY ST,0.08955053988598988
32ND ST,34TH ST,0.02799731641967866
BEANNA ST,HAMPTON RD,0.03422937348824067
LEONA ST,SALINA ST,0.052675713012473334
LAUREL LN,WHITIS AVE,0.02719228838853506
32ND ST,KING ST,0.023470956717196057,30.2998779,-97.7421555
AVENUE G,GRIFFITH ST,0.08649432301265732
42ND ST,SPEEDWAY,0.03271002439180817
34TH ST,GRANDVIEW ST,0.016149073442803637,30.3022394,-97.74377989999999
34TH ST,46TH ST,0.015320031112343636
ARDENWOOD RD,WILDWOOD RD,0.0478733422983454,30.29907099999999,-97.7147
30TH ST,ELMWOOD PL,0.07518255831654831
38TH 1/2 ST,MAPLEWOOD AVE,0.0453258643869627,30.2921896,-97.7145154
CEDAR AVE,MARTIN LUTHER KING BLVD,0.02259706185168158,30.2808976,-97.7143035
35 SVRD,ELWOOD RD,0.03801696443640097
ALDRICH ST,MC BEE ST,0.02276176745614638,30.2983588,-97.7049136
21ST ST,22ND ST,0.032076457990814565,30.2851011,-97.74046589999999
LULLWOOD RD,WRIGHTWOOD RD,0.03781641055130908
DELOSS DODDS WAY,SAN JACINTO BLVD,0.05860352344908244,30.2852024,-97.7337283
45TH ST,MARATHON BLVD,0.020975826761738738,30.3140268,-97.7387409
9TH ST,MAPLE AVE,0.0066433829671102744
35 SVRD,46TH ST,0.019143426370891434
MARTIN LUTHER KING BLVD,SAN JACINTO BLVD,0.06813864973273347,30.2799682,-97.73571109999999
34TH ST,KINGS LN,0.019955475926270033,30.301406,-97.7420525
37TH ST,LAMAR BLVD,0.04206369771134856,30.3042065,-97.7437271
CHERRYWOOD RD,EDGEWOOD AVE,0.024617401373084265,30.28800099999999,-97.716037
38TH 1/2 ST,WILLOWBROOK DR,0.07664363282406934
43RD ST,BARROW AVE,0.05990081556216294,30.30422159999999,-97.72510659999999
38TH 1/2 ST,BECKER AVE,0.0733343179711221
8TH ST,9TH ST,0.04056507024391161,30.2645201,-97.7584531
AVENUE F,LINK AVE,0.028918847264055372,28.9733511,-95.96971309999999
30TH ST,HEMPHILL PARK,0.094156095936787,30.295616,-97.740257
HARRIS PARK AVE,LIBERTY ST,0.046455164650744354,30.2956269,-97.7306382
SPEEDWAY,WALLING DR,0.03721381857080533,30.293914,-97.73523469999999
34TH ST,SPEEDWAY,0.01209297486912622,30.2981301,-97.7350944
39TH 1/2 ST,39TH ST,0.047525017404511885
MALDON PL,STAFFORD ST,0.032149592056276294
COLETO ST,MARTIN LUTHER KING BLVD,0.010626095488621933,30.280264,-97.7182892
HELMS ST,MOORE BLVD,0.07212865708025702
DUNCAN LN,KIM LN,0.03705178393217034,30.2917923,-97.7240853
FERDINAND ST,MARTIN LUTHER KING BLVD,0.03705823443047205,30.2802178,-97.71856439999999
ALDRICH ST,ROBERT BROWNING ST,0.014243555345897248,30.2992133,-97.7043772
32ND ST,GRANDVIEW ST,0.007149801991646435,30.3009805,-97.7444436
CLARKSON AVE,GILES ST,0.088907521979104
31ST ST,WALLING DR,0.03551280873443178,30.293914,-97.73523469999999
ROBERT DEDMAN DR,SAN JACINTO BLVD,0.08724495722898407
38TH ST,43RD ST,0.07606396365154132
43RD ST,DUVAL ST,0.010449299448271228,30.3046902,-97.72607839999999
CLARKSON AVE,EILERS AVE,0.03207016532254266
46TH ST,AIRPORT BLVD,0.05219297373662194,30.30484939999999,-97.7159389
49TH ST,AVENUE F,0.01483427177110223,30.3132354,-97.7238398
43RD ST,SPEEDWAY,0.005852116296876158,30.3064115,-97.7298319
30TH ST,DUVAL ST,0.003404013796538599,30.2917476,-97.7342249
38TH 1/2 ST,CLARKSON AVE,0.020927014621569165,30.2927277,-97.71561249999999
GILES ST,HEMLOCK AVE,0.09209247831938491
BASFORD RD,GRAYSON LN,0.021111196813878238,30.2875518,-97.70944089999999
31ST ST,WABASH AVE,0.040088290444927406,30.30117229999999,-97.7475357
KIRKWOOD RD,MAPLEWOOD AVE,0.02320874952010126,30.2942746,-97.7131696
BELLEVUE PL,ELMWOOD PL,0.034130082571894614
22ND ST,OAKLAWN AVE,0.04617760934042257,30.2838754,-97.71527209999999
CONNELLY ST,HARMON AVE,0.04013943521425323
35TH ST,37TH ST,0.012171868501441443
AVENUE G,TOWNE PARK TRL,0.08827372008900082
37TH ST,CONCORDIA AVE,0.01897370517372905,30.2907149,-97.71584130000001
22ND ST,WALNUT AVE,0.028394567844960923,30.2837912,-97.71392689999999
35TH ST,FRUTH ST,0.04178963399561344,30.3007912,-97.7382293
DEAN KEETON ST,WHITIS AVE,0.06650226120275071,30.2897234,-97.7402571
32ND ST,39TH ST,0.07464001621261313
35 SVRD,BRADWOOD RD,0.03819692603676386
8TH ST,OAKLAWN AVE,0.072444560959899
UNIVERSITY AVE,WICHITA ST,0.06307739395453757
AIRPORT BLVD,GRAYSON LN,0.0231534648125743
GUADALUPE ST,SAN ANTONIO ST,0.021015830721747286,29.8841625,-97.6757214
35 SVRD,COLE ST,0.021424474341178248
BENNETT AVE,HELEN ST,0.09755710785959743
49TH ST,FAIRFIELD LN,0.037505828882937166
38TH ST,LIBERTY ST,0.021811901502919204,30.2982367,-97.7289267
FRANKLIN BLVD,LINK AVE,0.028431166011371432,30.3186794,-97.72174980000001
34TH ST,LARRY LN,0.04478446343900183,30.2887482,-97.7130241
33RD ST,34TH ST,0.005476774957308222,31.5419656,-97.1685459
34TH ST,LAMAR BLVD,0.0411683338320935,30.3026705,-97.7447373
52ND ST,BENNETT AVE,0.00954966784968371,30.3119916,-97.7129016
EDGEWOOD AVE,FRENCH PL,0.02396804215967566,30.2889114,-97.71793339999999
53RD ST,54TH ST,0.0801663881622529
33RD ST,KING ST,0.024899938143681626,30.3006923,-97.74162869999999
CHESTERFIELD AVE,FRANKLIN BLVD,0.08225150715247954,30.3196591,-97.7238807
43RD ST,AVENUE D,0.01892683394260734,30.3068409,-97.7307506
48TH ST,DUVAL ST,0.006666883447244634,30.3108896,-97.72206849999999
CHERRYWOOD RD,CLARKSON AVE,0.047959335851954096,30.2901451,-97.7145977
11TH ST,20TH ST,0.03972362596958899,32.406971,-100.8604748
45TH ST,KEASBEY ST,0.036326348090597683
44TH ST,AVENUE F,0.04597370340071296,30.3070882,-97.72814179999999
29TH ST,GUADALUPE ST,0.02604038926354135,30.2953853,-97.7427992
CAMACHO ST,MC CLOSKEY ST,0.023562587205532014,30.2927941,-97.7050893
CRESTWOOD RD,WILSHIRE BLVD,0.021943077575866065,30.2976901,-97.7105728
22ND ST,STAFFORD ST,0.048885981224251605,30.2838754,-97.71527209999999
CAMACHO ST,SIMOND AVE,0.05813086117641618
CAMACHO ST,TOM MILLER ST,0.07773207204741163
24TH ST,NUECES ST,0.00895722646801861,30.2878138,-97.74314659999999
8TH ST,MARTIN LUTHER KING BLVD,0.09179349944579096,30.636554,-97.680936
CHERRYWOOD RD,WILSHIRE BLVD,0.06692237117208176,30.2961861,-97.711881
46TH ST,AVENUE D,0.018657989214059607,30.3110902,-97.7280468
GOCHMAN ST,SCALES ST,0.08086841364475686
AVENUE C,AVENUE D,0.0368392540531014
28TH 1/2 ST,RIO GRANDE ST,0.03641781650986566,30.2954019,-97.743955
22ND ST,ROGERS AVE,0.07218288608517762
DEAN KEETON ST,DRURY LN,0.06925622577817024
SYCAMORE DR,WILLOWBROOK DR,0.05319387571808022
RIO GRANDE ST,SETON AVE,0.0352033717163842
PHILOMENA ST,ROBERT BROWNING ST,0.06314391126603087,30.3025159,-97.7083316
41ST ST,43RD ST,0.061913600533341356
MONTROSE ST,PECK AVE,0.08245814939056993
CHESTNUT AVE,COLETO ST,0.0437039283495956
PEARL ST,SAN PEDRO ST,0.044172281291956106
12TH ST,22ND ST,0.05545464602962833
SCHIEFFER AVE,VINELAND DR,0.04611775256803614,30.2943459,-97.7087916
AVENUE F,GRIFFITH ST,0.040984300328890264
8TH ST,CEDAR AVE,0.011229131622625193
ELMWOOD PL,HARRIS PARK AVE,0.01026429825478793,30.2902804,-97.73277829999999
32ND ST,40TH ST,0.013657062151628445
7TH ST,MARTIN LUTHER KING BLVD,0.029599638890363027,30.637451,-97.6809519
37TH ST,38TH 1/2 ST,0.0507501099810266
20TH ST,CONCHO ST,0.09033359076781393,30.2803288,-97.7243397
12TH ST,WALNUT AVE,0.007172050123605341,30.2749972,-97.71211129999999
MERRIE LYNN AVE,RANDOLPH RD,0.04992690631583639
43RD ST,45TH ST,0.059087692851839776
46TH ST,SPEEDWAY,0.01225992769213164,30.3106256,-97.7271179
RIO GRANDE ST,SAN PEDRO ST,0.09048854313876264
BENELVA DR,WALLING DR,0.06515553750034173
34TH ST,HEMPHILL PARK,0.034917560058059044,30.2994902,-97.7379722
43RD ST,MARATHON BLVD,0.0166456112675214,30.3115132,-97.7403484
37TH ST,WEST AVE,0.03781530761412397,30.3036352,-97.7419016
AVENUE A,AVENUE B,0.031150336553953217,29.790639,-96.100104
MARATHON BLVD,MEDICAL PKWY,0.003825992057016837,30.307969,-97.7427033
MC CLOSKEY ST,SCALES ST,0.030795378049604534,30.292817,-97.70428509999999
DANCY ST,ROBINSON AVE,0.05680912162472387
SAN JACINTO BLVD,TRINITY ST,0.07547793150581422,30.2804916,-97.73398329999999
CLYDE LITTLEFIELD DR,MANOR RD,0.0692787101256361,30.28308479999999,-97.7274559
LAFAYETTE AVE,MANOR RD,0.013344133598188005,30.2837884,-97.7221594
DUVAL ST,TOWNE PARK TRL,0.005939110554077668,29.436552,-98.4757218
HAMPTON RD,RED RIVER ST,0.03324162317925672
35 SVRD,COMAL ST,0.09670207726267266
MANOR RD,OAKLAWN AVE,0.04583135308842514
47TH ST,48TH ST,0.0425452965815828
30TH ST,38TH 1/2 ST,0.09225644772518815
MATTIE ST,ROBERT BROWNING ST,0.021982386784597678,30.2986071,-97.7028516
49TH ST,CASWELL AVE,0.011926821254117813,30.31040059999999,-97.71772229999999
37TH ST,LAFAYETTE AVE,0.02500629442054445,30.29242,-97.716976
38TH ST,HARMON AVE,0.018302888179034797,30.2947278,-97.7210525
